name,role_name,team_value,championships,value_rank,brand_value,sport_value,market_value,debt_to_value,operating_income,revenue,gate_receipts,revenue_per_fan,metro_area_pop,capacity,average_ticket_price,profile,gender,birthdate,mvp_index,reach_score,engagement_score,conversation_score,primary_role,role_name,status,delta_mvp_index,delta_reach_score,delta_engagement_score,delta_conversation_score,facebook_comment_rate,facebook_likes,facebook_post_like_rate,facebook_post_rate,facebook_share_rate,facebook_talking_about,google_plus_activities,google_plus_plus_ones,google_plus_replies,google_plus_shares,instagram_followers,instagram_following,instagram_photos,twitter_followers,twitter_following,twitter_mentions,twitter_mention_rate,twitter_retweet_rate,twitter_tweets,you_tube_interactions,you_tube_subscribers,you_tube_videos,you_tube_views
Stade de Reims,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.155119238,1.872900222,1.229484543,7.550966117,80,Soccer (Men - Club - All),active,-0.001429272,-0.005398251,-0.023187184,0,1244,177342,24009,69,1481,4053,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Gí_rnik Zabrze,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.15057329,0.921016117,2.090449674,6.179036848,80,Soccer (Men - Club - All),active,0.001316489,-0.002642971,0.028972753,0,1751,126413,37601,126,2647,7269,null,771,42,39,7441,170,1085,8638,277,null,16,8,9088,null,null,null,null
Stade Malherbe Caen,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.14917603,1.533968296,1.449552302,6.526220924,80,Soccer (Men - Club - All),active,-0.007453099,-0.004917067,-0.144144907,0,943,147161,28344,69,1580,5365,null,null,null,null,null,null,null,89149,281,null,75,50,31302,null,null,null,null
FC Ural Sverdlovsk Oblast,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.148281258,1.987399123,0.978226037,6.501146821,80,Soccer (Men - Club - All),active,-0.000801598,-0.014454293,-0.001577665,0,46,2840,867,68,50,97,null,87,3,0,7949,44,1095,70757,137,null,22,1,15977,1901,2654,717,2614585
Lechia Gdansk,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.148089321,1.133014631,1.828771796,6.534871197,80,Soccer (Men - Club - All),active,0.000214189,-0.002637887,0.00692167,0,1589,154461,61081,223,2246,7113,null,null,null,null,13080,49,1613,null,null,null,null,null,null,null,null,null,null
FC Nordsjí_lland,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.146152524,1.432278413,1.490772069,7.038112263,80,Soccer (Men - Club - All),active,-0.002805829,-0.012588315,-0.04352827,0,593,21330,10172,103,396,2203,null,137,6,24,null,null,null,4652,29,null,37,49,8607,1408,2018,1558,2736396
K.A.A. Gent,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.146053007,1.077910811,1.843149328,9.212127193,80,Soccer (Men - Club - All),active,0.001087096,-0.002502694,0.024244617,0,1112,111446,39499,73,3109,3585,null,null,null,null,14190,352,945,26790,3662,null,417,704,20092,null,null,null,null
ADO Den Haag,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.144530673,1.225859682,1.664753768,6.75669667,80,Soccer (Men - Club - All),active,-0.00117571,-0.008863928,-0.014650272,0,1146,41489,33364,101,2724,5991,null,0,0,0,11158,33,1041,23697,55,null,63,30,12455,0,1724,880,632935
St. Johnstone F.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.143834481,1.004785614,1.871904005,6.717807128,80,Soccer (Men - Club - All),active,-0.003603734,-0.009084919,-0.062989756,0,862,24011,15330,139,928,830,null,125,15,6,null,null,null,19387,302,null,326,4268,17705,1374,1764,567,774790
Ruch Chorzí_w,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.14229109,0.952232739,1.893589066,6.728496951,80,Soccer (Men - Club - All),active,-0.003972937,-0.004917421,-0.074541324,0,1392,118799,65518,146,2745,7554,null,10,0,0,null,null,null,7130,225,null,18,21,9170,547,485,204,248625
SC Cambuur,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.140193913,1.459506958,1.344371299,6.962504981,80,Soccer (Men - Club - All),active,-0.001832608,-0.012310256,-0.024341904,0,754,17459,9680,41,331,1081,null,13,3,0,8627,19,668,25308,15,null,62,43,17484,1985,2345,369,1574921
Lierse S.K.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.13868813,1.625014014,1.148748586,6.919696929,80,Soccer (Men - Club - All),active,-0.000718509,-0.011130512,-0.003239662,0,453,93058,6750,163,278,1655,null,279,4,1,1552,70,266,null,null,null,null,null,null,1364,1646,749,2394790
Cork City F.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.138661762,0.742716892,2.030518344,6.380387314,80,Soccer (Men - Club - All),active,-0.000128017,-0.005470364,0.002910023,0,437,40647,12487,165,1560,693,null,464,49,21,null,null,null,22596,302,null,885,4834,22567,784,863,208,204903
Aalesunds FK,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.138552944,0.412447367,2.358611516,6.231924268,80,Soccer (Men - Club - All),active,0.000734653,-0.001117325,0.015810393,0,448,30377,16259,50,449,713,null,0,0,0,10261,7496,1314,6590,2143,null,17,6,6364,11,5,1,2202
FC Zí_rich,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.138185978,1.535738103,1.22798145,7.627415544,80,Soccer (Men - Club - All),active,-0.002132808,-0.008786733,-0.033869431,0,870,112952,24218,164,641,3049,null,6,0,0,11909,115,228,8611,91,null,8,12,4821,813,1578,334,1060099
AZ Alkmaar,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.137219262,0.757526171,1.986859064,6.11768566,80,Soccer (Men - Club - All),active,-0.001667471,-0.000682597,-0.032666828,0,1663,67626,44498,100,2661,7483,null,null,null,null,null,null,null,39637,99,null,63,96,31584,null,null,null,null
FC Terek Grozny,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.1371013,1.87128449,0.870741507,6.453216484,80,Soccer (Men - Club - All),active,-0.000775419,-0.014097348,-0.001411039,0,null,null,null,null,null,null,null,6,3,0,28118,94,2621,37223,14,null,21,18,5904,1776,3318,804,1509074
FC Rubin Kazan,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.13495504,1.664114815,1.034985992,6.491107281,80,Soccer (Men - Club - All),active,0.000208264,-0.006477263,0.010642539,0,79,66655,2563,175,131,302,null,4116,131,68,null,null,null,160453,52,null,18,23,19013,null,null,null,null
Gení_lerbirligi S.K.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.133214061,0.991655792,1.672625421,6.497027566,80,Soccer (Men - Club - All),active,-0.005777019,-0.005919793,-0.109620595,0,1013,92348,30509,219,628,1847,null,3,2,1,612,2,16,10512,23,null,2,1,14135,2552,927,29,381676
PFC Beroe Stara Zagora,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.132226293,1.130113086,1.514412776,7.433516984,80,Soccer (Men - Club - All),active,-0.00108881,-0.009024236,-0.012751954,0,235,67897,13427,80,654,599,null,1155,24,27,942,390,271,873,204,null,12,38,3545,1022,1526,734,1120384
FC Metz,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.132173655,1.358066347,1.285406743,7.894575081,80,Soccer (Men - Club - All),active,0.000312445,-0.004460693,0.010709596,0,1181,155727,20744,60,1521,3536,null,null,null,null,null,null,null,59000,381,null,36,225,13858,null,null,null,null
Podbeskidzie Bielsko-Biala,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.132168461,0.87163096,1.771738265,6.412912188,80,Soccer (Men - Club - All),active,0.000593014,-0.007046923,0.018907197,0,1134,44190,29135,266,1083,6446,null,30,1,0,1307,22,774,5243,105,null,4,7,4854,1267,1140,522,805777
Odense Boldklub,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.131792913,1.425855801,1.210002462,7.831290416,80,Soccer (Men - Club - All),active,-9.24E-05,-0.011409514,0.009561667,0,660,40749,17543,52,397,1573,null,0,0,0,8035,28,650,4191,367,null,7,6,8016,1778,1985,666,1967503
Associaí_í£o Acadí©mica de Coimbra äóñ O.A.F.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.130354673,1.212189608,1.39490385,6.611787532,80,Soccer (Men - Club - All),active,-0.001694403,-0.006341131,-0.027546934,0,811,147283,23314,165,1967,3071,null,70,23,0,2942,2,508,null,null,null,null,null,null,916,914,564,315436
FC Amkar Perm,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.129402167,1.770374973,0.817668359,8.25576024,80,Soccer (Men - Club - All),active,-0.000606604,-0.012250481,0.000118403,0,null,56,null,null,null,0,null,251,41,8,7014,119,1882,101813,48,null,27,5,8115,1295,2146,796,1237547
FC Sion,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.126679781,0.827932094,1.705663526,6.75669667,80,Soccer (Men - Club - All),active,0.001372963,-0.005278099,0.032737357,0,1015,68599,21746,115,4943,2619,null,0,1,0,64,2,2,8937,34,null,38,103,4064,1081,751,151,473252
FC Groningen,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.12596941,0.890007936,1.62938026,7.547573795,80,Soccer (Men - Club - All),active,-0.002834015,-0.003355244,-0.05332506,0,1789,87109,15402,152,737,5026,null,229,30,5,null,null,null,42577,167,null,20,11,19211,27,10,1,3749
Gabala FK,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.123905159,1.339053284,1.139049905,6.898917464,80,Soccer (Men - Club - All),active,-0.000714695,-0.00973895,-0.004554958,0,556,110232,19781,70,192,1244,null,630,20,0,null,null,null,null,null,null,null,null,null,1931,1764,421,975284
Randers FC,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.120395151,1.078783447,1.329119566,5.681968322,80,Soccer (Men - Club - All),active,-0.00025309,-0.008373403,0.003311598,0,990,28070,11000,82,464,776,null,7,6,1,5533,85,945,2579,110,null,10,13,1682,1907,1085,685,1814546
BSC Young Boys,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.120220804,1.700294955,0.704121123,8.009507378,80,Soccer (Men - Club - All),active,-0.000622903,-0.014066588,0.001608535,0,437,59657,12172,61,856,1197,null,2,0,0,8396,60,655,46,18,null,0,14,1072,0,2989,973,1977045
Zaglebie Lubin,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.119317106,1.166173246,1.220168866,6.501378644,80,Soccer (Men - Club - All),active,-7.15E-05,-0.011240918,0.009810954,0,555,31964,23197,103,1060,2801,null,null,null,null,null,null,null,3309,0,null,3,9,2813,1494,2147,665,1376624
Piast Gliwice,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.119095682,1.196308385,1.185605248,6.497027566,80,Soccer (Men - Club - All),active,-0.001829785,-0.011323573,-0.025272133,0,215,3672,3500,102,147,364,null,2,0,0,null,null,null,5477,77,null,11,5,2044,3061,1770,1486,2323234
Shamrock Rovers F.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.11719447,0.766549215,1.57734018,7.472368268,80,Soccer (Men - Club - All),active,-0.001400029,-0.005492216,-0.022508361,0,460,52280,10558,135,764,516,null,10,3,0,689,166,9,17815,287,null,393,3674,38494,507,950,137,92561
KF Skí‚nderbeu Korí_í‚,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.117103527,0.828813519,1.513257021,6.577483214,80,Soccer (Men - Club - All),active,-0.00904821,-0.001816757,-0.179147446,0,1331,141626,85316,97,492,9347,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Torku Konyaspor,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.115256693,0.932327227,1.372806631,6.391182867,80,Soccer (Men - Club - All),active,4.88E-05,-0.002159489,0.003135474,0,564,42366,48997,141,3293,3595,null,383,8,8,17458,19,1867,47921,13,null,19,106,3688,null,null,null,null
A.C. Cesena,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.113676966,0.996813215,1.276726104,6.497027566,80,Soccer (Men - Club - All),active,0.001046891,-0.005630696,0.026568509,0,760,52217,11986,284,1010,1917,null,null,null,null,12674,67,1495,21184,106,null,17,7,12961,459,888,366,290115
Bohemians 1905,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.112506797,0.596900037,1.653235906,6.497027566,80,Soccer (Men - Club - All),active,0.000173568,-0.005814125,0.009285485,0,484,7470,12148,98,1373,1393,null,1417,323,105,1830,108,483,2652,51,null,16,53,16535,1241,1028,389,695849
ÅæK Slovan Bratislava,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.110894315,1.160910886,1.056975413,4.891801066,80,Soccer (Men - Club - All),active,-0.00055107,-0.009300921,-0.001720477,0,803,76161,16620,135,742,1611,null,76,2,9,null,null,null,2328,35,null,6,12,739,693,1654,486,967577
St Patrick's Athletic F.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.1104896,0.907711091,1.30208091,6.160165037,80,Soccer (Men - Club - All),active,-0.000589378,-0.007937258,-0.003850295,0,278,9706,8886,61,872,618,null,0,0,0,null,null,null,11610,383,null,449,2271,14596,1254,977,759,1634813
FC Volga Nizhny Novgorod,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.109990069,1.271104156,0.928697228,6.489174231,80,Soccer (Men - Club - All),active,-0.000434297,-0.009026019,0.000340071,0,null,83,null,null,null,1,null,168,11,6,1468,39,1470,78302,58,null,0,0,24445,896,1158,994,988033
Hapoel Tel Aviv F.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.109607459,1.321888045,0.870261127,6.497027566,80,Soccer (Men - Club - All),active,-0.001657997,-0.009928572,-0.023231359,0,789,72561,23503,42,311,4069,null,null,null,null,12099,45,707,3118,47,null,4,174,3522,0,1959,92,768828
Linfield F.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.108697649,0.430103684,1.743849298,6.402024646,80,Soccer (Men - Club - All),active,-0.000739608,-0.002300836,-0.012491321,0,810,27996,31788,312,1743,3418,null,null,null,null,null,null,null,10090,487,null,391,2904,11890,498,81,103,453029
Inverness Caledonian Thistle F.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.108639662,0.701404751,1.471388484,7.6270411,80,Soccer (Men - Club - All),active,-0.000762704,-0.006861037,-0.008393034,0,156,8843,3386,65,478,625,null,81,4,1,1869,5,288,18534,726,null,755,4610,20111,863,1309,377,303178
FC Luzern,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.10713853,0.990355001,1.152415594,7.00091647,80,Soccer (Men - Club - All),active,-8.49E-05,-0.007257479,0.005559136,0,455,54181,7817,80,324,816,null,1063,63,16,5841,58,456,6500,242,null,9,49,11292,922,1211,736,721175
C.F. Os Belenenses,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.106393771,0.719350277,1.408525134,6.80432718,80,Soccer (Men - Club - All),active,-0.00065994,-0.002944419,-0.010254384,0,1087,102847,28426,148,2430,5067,null,0,0,0,null,null,null,4078,386,null,4,23,4883,222,236,46,28034
Vití_ria S.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.105996035,0.712374793,1.407545899,6.513567306,80,Soccer (Men - Club - All),active,0.000325553,-0.002108769,0.008619836,0,801,120186,61598,134,3219,5714,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Korona Kielce,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.104343587,0.639805067,1.44706668,8.87954943,80,Soccer (Men - Club - All),active,6.95E-05,-0.002144199,0.003533914,0,1490,97334,40035,188,1948,3321,null,null,null,null,null,null,null,6365,169,null,10,12,1047,null,null,null,null
SC Paderborn 07,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.103822817,0.938826787,1.13762956,6.633799595,80,Soccer (Men - Club - All),active,0.000671937,-0.00354038,0.016979126,0,1339,101838,17781,178,668,1161,null,2,0,0,131,null,15,39219,74,null,25,24,6784,0,0,0,0
Baku FC,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.103633322,1.467784459,0.60488199,6.497027566,80,Soccer (Men - Club - All),active,-0.000604104,-0.012760747,0.00067866,0,12,81090,377,5,4,489,null,498,16,0,2318,40,499,null,null,null,null,null,null,1327,2852,595,963691
FC Tom Tomsk,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.103071835,1.119622602,0.941814089,5.84091306,80,Soccer (Men - Club - All),active,-2.89E-05,-0.008120707,0.007541938,-0.362191753,5,1144,229,77,24,27,null,653,40,23,2726,29,467,null,null,null,null,null,null,746,1059,851,1067141
Dundalk F.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.102853572,0.344416387,1.712655062,6.453884697,80,Soccer (Men - Club - All),active,0.000177335,-0.001131375,0.004678069,0,585,16248,10453,142,2324,2083,null,null,null,null,6270,267,1231,15250,267,null,579,4035,20633,null,null,null,null
C.D. Nacional,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.10258048,0.925525443,1.126084155,7.704074101,80,Soccer (Men - Club - All),active,-0.001371617,-0.007535841,-0.019896501,0,335,36024,8193,305,781,934,null,10,0,0,null,null,null,3154,131,null,18,4,7695,599,937,1424,1476427
FK AS Trencí_n,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.102571904,0.897239802,1.154198286,7.735401136,80,Soccer (Men - Club - All),active,-0.000543297,-0.0086304,-0.002235539,0,534,24668,16189,130,889,1304,null,96,1,0,null,null,null,845,1,null,14,144,1260,1318,1470,873,1181104
F.C. Paí_os de Ferreira,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.101803593,1.135454881,0.900616986,6.607658005,80,Soccer (Men - Club - All),active,-0.000206023,-0.008548352,0.004427898,0,181,68793,13607,67,743,2281,null,5,0,0,null,null,null,null,null,null,null,null,null,1578,1248,373,1359869
FC Midtjylland,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.100114696,0.738175426,1.264118495,8.665464426,80,Soccer (Men - Club - All),active,0.001114318,-0.001741535,0.024027888,0,898,62923,15872,51,294,2209,null,0,0,0,18903,95,1226,8464,206,null,1059,261,3920,null,null,null,null
KV Mechelen,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.099435624,0.573116875,1.415595603,7.143480571,80,Soccer (Men - Club - All),active,1.65E-05,-0.003377905,0.003708643,0,275,35699,9060,55,376,2074,null,193,19,8,4305,2035,313,8886,404,null,11,15,5040,539,354,101,359288
FC BATE Borisov,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.099351404,1.332792915,0.654235162,6.420195731,80,Soccer (Men - Club - All),active,-0.000651207,-0.011696936,-0.001327206,0,55,34728,1311,22,54,521,null,0,0,0,null,null,null,null,null,null,null,null,null,1308,2101,615,1825133
The New Saints F.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.099239912,0.415177812,1.569620435,7.708151593,80,Soccer (Men - Club - All),active,3.37E-05,-0.001649418,0.002323315,0,45,8897,446,108,68,408,null,0,0,0,null,null,null,38147,9712,null,510,8953,36005,9,6,3,3513
Gyori ETO FC,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.099054329,1.267404333,0.713682242,7.609436291,80,Soccer (Men - Club - All),active,-0.000439654,-0.009600271,0.000807194,0,114,52599,4860,19,144,907,null,57,4,0,null,null,null,null,null,null,null,null,null,1129,1163,1382,2185958
Standard LiíÂge,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.098111102,1.534964759,0.427257271,8.25268001,80,Soccer (Men - Club - All),active,-0.001464752,-0.013204097,-0.016090945,0,null,null,null,null,null,null,null,0,0,0,null,null,null,46251,316,null,228,525,14292,0,3087,680,1374272
K.R.C. Genk,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.097846508,0.761144125,1.195786036,6.645733354,80,Soccer (Men - Club - All),active,-0.007813459,-0.002139047,-0.154130137,0,1095,77388,30046,106,891,3884,null,null,null,null,8170,28,54,19910,34,null,58,78,9668,null,null,null,null
S.V. Zulte Waregem,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.097843838,0.957851825,0.999024933,8.675983731,80,Soccer (Men - Club - All),active,0.000439353,-0.007895995,0.016683049,0,436,30208,10730,102,843,1140,null,2,0,0,null,null,null,9870,254,null,31,108,11777,866,1060,520,1398211
Limerick F.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.097545441,0.366090019,1.584818805,6.937102097,80,Soccer (Men - Club - All),active,4.79E-05,-0.002548311,0.003506827,0,470,15220,10365,126,1135,2074,null,505,21,11,3052,322,1136,10570,742,null,147,3019,14444,257,386,75,45768
K.V. Kortrijk,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.097226425,0.703755697,1.240772807,6.497027566,80,Soccer (Men - Club - All),active,0.000227217,-0.006221954,0.010766294,0,760,14839,14977,145,1981,1413,null,4,0,0,null,null,null,7763,137,null,34,88,8038,700,790,610,1080416
PFC Botev Plovdiv,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.09667618,1.02974853,0.903775064,6.604424721,80,Soccer (Men - Club - All),active,-0.000743844,-0.009150004,-0.005726874,0,66,39315,9616,63,639,518,null,175,7,11,null,null,null,995,73,null,0,3,2527,2160,1469,406,1388011
AaB Fodbold,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.093768228,0.626377066,1.248987495,6.501146821,80,Soccer (Men - Club - All),active,-0.002196421,-0.001434275,-0.042494145,0,1274,64681,35103,101,683,4407,null,0,0,0,10771,19,609,7904,24,null,15,20,5321,null,null,null,null
Sligo Rovers F.C.,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.09296138,0.358993146,1.500234445,8.635523121,80,Soccer (Men - Club - All),active,0.000778588,-0.001252015,0.016823773,0,524,24107,8485,137,624,2291,null,0,0,0,3615,100,1536,16211,186,null,672,3068,27033,null,null,null,null
Ví«lerenga Fotball,Soccer (Men - Club - All),,,,,,,,,,,,,,,,null,null,0.090824903,0.632526916,1.183971145,6.555635032,80,Soccer (Men - Club - All),active,0.001367105,-0.001891067,0.029233166,0,711,71314,20923,102,863,2050,null,null,null,null,7536,1068,550,9754,477,null,52,36,7382,null,null,null,null
